task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
43	b3/6bf30e	3652826	EVALUATE_INTEGRATION (6)	CACHED	0	2025-10-17 18:48:48.301	5m 41s	5m 37s	1136.9%	3.1 GB	26.6 GB	630.2 MB	1.2 MB
51	e8/ac8bb0	3682207	EVALUATE_INTEGRATION (9)	CACHED	0	2025-10-17 18:55:35.817	6m 26s	6m 21s	1243.4%	3 GB	26.6 GB	620.8 MB	1.1 MB
53	40/d5d8ea	3629006	EVALUATE_INTEGRATION (5)	CACHED	0	2025-10-17 18:43:08.399	6m 18s	6m 14s	1182.2%	2.8 GB	32.5 GB	571 MB	1.1 MB
36	9e/da36a4	3700783	EVALUATE_INTEGRATION (10)	CACHED	0	2025-10-17 18:59:45.022	7m 53s	7m 48s	1461.1%	2.8 GB	29.4 GB	905.3 MB	1.5 MB
37	59/d1c660	3703669	LOOCV_SEURAT (1)	CACHED	0	2025-10-17 19:00:08.122	22m 52s	22m 47s	1284.0%	18 GB	50.8 GB	1006.4 MB	7.8 MB
45	3f/81bc67	3658964	EVALUATE_INTEGRATION (7)	CACHED	0	2025-10-17 18:50:05.516	5m 30s	5m 21s	969.1%	3.1 GB	32.5 GB	618.7 MB	1.1 MB
41	f6/ec9cc1	3616798	EVALUATE_INTEGRATION (3)	CACHED	0	2025-10-17 18:39:50.981	8m 13s	8m 6s	1051.7%	3.3 GB	27.1 GB	707.2 MB	1.2 MB
47	c1/6e3361	3628705	EVALUATE_INTEGRATION (4)	CACHED	0	2025-10-17 18:43:05.488	5m 43s	5m 39s	599.8%	3.4 GB	34.8 GB	758.4 MB	1.2 MB
55	01/5a4f6d	3593228	EVALUATE_INTEGRATION (1)	CACHED	0	2025-10-17 18:34:18.847	2m 37s	2m 33s	156.9%	2.1 GB	30.3 GB	430.2 MB	1.1 MB
49	fd/8b7ea1	3601719	EVALUATE_INTEGRATION (2)	CACHED	0	2025-10-17 18:36:05.625	7m 3s	6m 55s	969.5%	3.5 GB	27.1 GB	726.7 MB	1.4 MB
1	49/510e47	3918265	SAVE_PARAMS_TO_FILE	COMPLETED	0	2025-10-17 19:40:24.856	574ms	36ms	75.3%	0	0	157.2 KB	1.4 KB
25	1e/2276ff	3918268	CLASSIFY_KFOLD_CV (1)	COMPLETED	0	2025-10-17 19:40:24.982	33.2s	28.6s	114.6%	750.6 MB	13.3 GB	144.2 MB	7.4 MB
28	7d/36a804	3918360	CLASSIFY_KFOLD_CV (4)	COMPLETED	0	2025-10-17 19:40:25.420	33.5s	29.4s	104.2%	755.4 MB	13.3 GB	144.2 MB	8 MB
27	81/a6605c	3918372	CLASSIFY_KFOLD_CV (3)	COMPLETED	0	2025-10-17 19:40:25.535	33.5s	29.3s	115.1%	754.9 MB	13.3 GB	144.1 MB	8 MB
31	63/b02fa6	3918358	CLASSIFY_KFOLD_CV (7)	COMPLETED	0	2025-10-17 19:40:25.312	33.9s	29.7s	108.1%	754.6 MB	13.3 GB	143.5 MB	8.1 MB
26	dd/c16be8	3924044	CLASSIFY_KFOLD_CV (2)	COMPLETED	0	2025-10-17 19:40:58.222	24.4s	20.4s	106.8%	719.2 MB	13.3 GB	141.1 MB	4.2 MB
29	39/6a3b2c	3924092	CLASSIFY_KFOLD_CV (5)	COMPLETED	0	2025-10-17 19:40:59.064	30.4s	26.2s	107.5%	717.8 MB	13.3 GB	142.1 MB	6 MB
33	55/e7f528	3924111	CLASSIFY_KFOLD_CV (9)	COMPLETED	0	2025-10-17 19:40:59.191	32.1s	27.7s	113.8%	749.7 MB	14.4 GB	143.7 MB	6.9 MB
30	b8/4ca9d3	3924071	CLASSIFY_KFOLD_CV (6)	COMPLETED	0	2025-10-17 19:40:58.939	32.6s	28.4s	108.2%	748.4 MB	13.3 GB	143.4 MB	7.3 MB
32	1e/3255df	3929335	CLASSIFY_KFOLD_CV (8)	COMPLETED	0	2025-10-17 19:41:22.622	32.2s	28.6s	112.5%	748.4 MB	13.3 GB	143.6 MB	6.9 MB
58	e9/df584c	3930490	CLASSIFY_KFOLD_CV (13)	COMPLETED	0	2025-10-17 19:41:31.533	32.2s	27.9s	117.7%	747.7 MB	17.3 GB	143.1 MB	7.6 MB
34	f3/e43ec4	3930156	CLASSIFY_KFOLD_CV (10)	COMPLETED	0	2025-10-17 19:41:29.502	34.4s	30.6s	111.2%	721 MB	13.3 GB	144.2 MB	7.4 MB
65	63/50f243	3930412	CLASSIFY_KFOLD_CV (20)	COMPLETED	0	2025-10-17 19:41:31.299	33.5s	29.4s	114.5%	753.5 MB	13.3 GB	145.1 MB	8.3 MB
64	fd/fa95a1	3934998	CLASSIFY_KFOLD_CV (19)	COMPLETED	0	2025-10-17 19:41:54.860	25.7s	22s	112.8%	700.6 MB	13.3 GB	139.9 MB	4.3 MB
62	ce/76b2ba	3936114	CLASSIFY_KFOLD_CV (17)	COMPLETED	0	2025-10-17 19:42:03.732	30s	26.2s	110.6%	727.6 MB	13.3 GB	142.9 MB	6.1 MB
59	1b/c1931d	3936219	CLASSIFY_KFOLD_CV (14)	COMPLETED	0	2025-10-17 19:42:04.799	32.1s	27.8s	117.6%	749 MB	17.3 GB	143.2 MB	7.1 MB
63	cd/b5ddac	3936134	CLASSIFY_KFOLD_CV (18)	COMPLETED	0	2025-10-17 19:42:03.946	33.1s	29s	115.8%	750.6 MB	13.3 GB	144.3 MB	8.2 MB
61	49/4ba74f	3940314	CLASSIFY_KFOLD_CV (16)	COMPLETED	0	2025-10-17 19:42:20.577	32.7s	28.9s	112.6%	756.7 MB	13.3 GB	143.7 MB	8.2 MB
56	7f/c66cbc	3941721	CLASSIFY_KFOLD_CV (11)	COMPLETED	0	2025-10-17 19:42:33.735	32.9s	29s	112.1%	746.7 MB	13.3 GB	143.8 MB	7 MB
60	ce/99d970	3942471	CLASSIFY_KFOLD_CV (15)	COMPLETED	0	2025-10-17 19:42:37.052	31.2s	27.2s	113.5%	698.2 MB	13.1 GB	143.7 MB	7.6 MB
57	29/55a14d	3942451	CLASSIFY_KFOLD_CV (12)	COMPLETED	0	2025-10-17 19:42:36.884	31.4s	27.3s	119.2%	696.6 MB	13.1 GB	142.9 MB	7.4 MB
